Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Philanthropy Stories | AbbVie,Hero Section,Displays a prominent introductory section with image and headline.,M,1,Involves layout and styling for hero image and content.,https://www.abbvie.com/who-we-are/our-stories/philanthropy-stories.html,hero_section,Hero section,Mapped to 'Hero' block in AEM catalog.
Philanthropy Stories | AbbVie,Primary Navigation,Facilitates navigation across major site sections.,M,1,Contains multiple navigational links and dropdowns.,https://www.abbvie.com/who-we-are/our-stories/philanthropy-stories.html,primary_navigation,Primary navigation,No exact match found in the AEM catalog.
Philanthropy Stories | AbbVie,Content Cards,Showcases featured stories in a card layout.,M,1,Requires grid layout and responsive design.,https://www.abbvie.com/who-we-are/our-stories/philanthropy-stories.html,content_cards,Content display,Mapped to 'Cards' block in AEM catalog.
Philanthropy Stories | AbbVie,Back to Top Button,Facilitates quick navigation to the top of the page.,S,1,Simple functionality with basic styling.,https://www.abbvie.com/who-we-are/our-stories/philanthropy-stories.html,back_to_top,Utility button,No exact match found in the AEM catalog.
Serving Communities Stories | AbbVie,Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple functionality with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/serving-communities-stories.html,global_utility_strip,Utility strip,No matching block type found in the AEM catalog.
Serving Communities Stories | AbbVie,Primary Navigation,Main site navigation with dropdown menus for sections like 'Who We Are' and 'Science'.,M,1,Moderate complexity due to dropdown menu functionality.,https://www.abbvie.com/who-we-are/our-stories/serving-communities-stories.html,primary_navigation,Main navigation,No matching block type found in the AEM catalog.
Virology Stories | AbbVie,Main Navigation,Provides navigation functionality for the site.,C,1,Includes dropdowns and multiple navigational layers.,https://www.abbvie.com/who-we-are/our-stories/virology-stories.html,primary_navigation,Primary navigation menu,No direct match found in the AEM catalog.
Virology Stories | AbbVie,Hero Section,Highlights introductory content with a large image and headline.,M,1,Requires image and text alignment with responsive design.,https://www.abbvie.com/who-we-are/our-stories/virology-stories.html,hero_section,Prominent hero display,Matched to the Hero block in the AEM catalog.
Virology Stories | AbbVie,Card Grid,Displays content cards in a grid layout.,M,1,Includes responsive grid layout and card styling.,https://www.abbvie.com/who-we-are/our-stories/virology-stories.html,card_grid,Grid of content cards,Matched to the Cards block in the AEM catalog.
Synthetic control arm: the end of placebos? | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Basic navigation and utility links.,https://www.abbvie.com/who-we-are/our-stories/synthetic-control-arm-end-placebos.html,global_utility_strip,Utility strip,No matching catalog entry found.
Synthetic control arm: the end of placebos? | AbbVie,Primary Navigation,Main site navigation with dropdown menus for different sections.,M,1,Dropdown menu functionality and accessibility.,https://www.abbvie.com/who-we-are/our-stories/synthetic-control-arm-end-placebos.html,primary_navigation,Main navigation,No matching catalog entry found.
Synthetic control arm: the end of placebos? | AbbVie,Main Content Area,"Contains the primary content of the page, including text and images.",M,1,Content depth and potential multimedia integration.,https://www.abbvie.com/who-we-are/our-stories/synthetic-control-arm-end-placebos.html,main_content,Content area,No matching catalog entry found.
Synthetic control arm: the end of placebos? | AbbVie,Card Grid,Displays a grid of cards with links to related stories or sections.,M,1,Interactive card layout and linking.,https://www.abbvie.com/who-we-are/our-stories/synthetic-control-arm-end-placebos.html,card_grid,Grid layout,No matching catalog entry found.
"Little patients, big impact: Our approach to pediatric oncology | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Basic utility strip without interactive complexity.,https://www.abbvie.com/who-we-are/our-stories/little-patients-big-impact.html,global_utility_strip,Utility strip,No matching catalog entry found.
"Little patients, big impact: Our approach to pediatric oncology | AbbVie",Primary Navigation,Main navigation menu for the website.,C,1,Deep navigation structure with accessibility and interaction requirements.,https://www.abbvie.com/who-we-are/our-stories/little-patients-big-impact.html,primary_navigation,Main navigation,No matching catalog entry found.
"Little patients, big impact: Our approach to pediatric oncology | AbbVie",Hero Section,Displays a prominent image and heading to introduce the page content.,M,1,Includes visual prominence and potential accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/little-patients-big-impact.html,hero_section,Hero section,No matching catalog entry found.
"Little patients, big impact: Our approach to pediatric oncology | AbbVie",Content Highlight,Highlights key information or features of the page.,M,1,Requires styling and potential dynamic content management.,https://www.abbvie.com/who-we-are/our-stories/little-patients-big-impact.html,content_highlight,Content highlight,No matching catalog entry found.
"Little patients, big impact: Our approach to pediatric oncology | AbbVie",Call-to-Action Buttons,Encourages users to take specific actions like navigating to other pages.,M,1,Interactive buttons with potential analytics and tracking integration.,https://www.abbvie.com/who-we-are/our-stories/little-patients-big-impact.html,cta_buttons,Call-to-action,No matching catalog entry found.
Celebrating AbbVies Working Parents Caregivers | AbbVie,Global Header,Contains the primary navigation and branding elements.,M,1,"Includes navigation and branding, requiring moderate development effort.",https://www.abbvie.com/who-we-are/our-stories/celebrating-abbvies-2025-working-parents-caregivers.html,global_header,Primary navigation and branding,No direct match in catalog; custom implementation likely needed.
Celebrating AbbVies Working Parents Caregivers | AbbVie,Hero Section,Highlights the main story or focus of the page.,M,1,Involves visual prominence and potential interactivity.,https://www.abbvie.com/who-we-are/our-stories/celebrating-abbvies-2025-working-parents-caregivers.html,hero_section,Main story highlight,No direct match in catalog; custom implementation likely needed.
Celebrating AbbVies Working Parents Caregivers | AbbVie,Main Navigation,Provides access to the main sections of the site.,M,1,Requires hierarchical structure and accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/celebrating-abbvies-2025-working-parents-caregivers.html,main_navigation,Site navigation,No direct match in catalog; custom implementation likely needed.
Celebrating AbbVies Working Parents Caregivers | AbbVie,Content Introduction,Introduces the main content with a brief description and links.,S,1,Simple text and link presentation.,https://www.abbvie.com/who-we-are/our-stories/celebrating-abbvies-2025-working-parents-caregivers.html,content_intro,Introduction text and links,No direct match in catalog; custom implementation likely needed.
Celebrating AbbVies Working Parents Caregivers | AbbVie,Featured Card,Displays a highlighted card with an image and description.,M,1,Requires design alignment and potential interactive elements.,https://www.abbvie.com/who-we-are/our-stories/celebrating-abbvies-2025-working-parents-caregivers.html,featured_card,Highlighted card,No direct match in catalog; custom implementation likely needed.
Celebrating AbbVies Working Parents Caregivers | AbbVie,Dashboard Cards,Displays a set of cards with key facts or highlights.,M,1,Involves multiple cards and potential layout complexity.,https://www.abbvie.com/who-we-are/our-stories/celebrating-abbvies-2025-working-parents-caregivers.html,dashboard_cards,Card set,No direct match in catalog; custom implementation likely needed.
Patient Support | AbbVie,Utility Strip,"Provides quick access links such as contact, subscribe, and group sites.",S,1,Simple navigation links without deep functionality.,https://www.abbvie.com/who-we-are/our-stories/patient-support-stories.html,global_utility_strip,Utility strip,No exact match found in the catalog.
Patient Support | AbbVie,Primary Navigation,Contains the main site navigation links and dropdowns.,M,1,Moderate complexity due to dropdowns and potential multi-level navigation.,https://www.abbvie.com/who-we-are/our-stories/patient-support-stories.html,primary_navigation,Main navigation,No exact match found in the catalog.
Patient Support | AbbVie,Card Grid,Displays a grid of cards showcasing individual stories or highlights.,M,1,Moderate complexity due to layout and visual styling requirements.,https://www.abbvie.com/who-we-are/our-stories/patient-support-stories.html,card_grid,Grid layout,No exact match found in the catalog.
Growing sustainably through innovation: How AbbVie takes action | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Basic navigation utility with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/growing-sustainably-through-innovation-how-abbvie-takes-action.html,global_utility_strip,Utility strip,No matching catalog entry found.
Growing sustainably through innovation: How AbbVie takes action | AbbVie,Primary Navigation,Main site navigation with mega-menu functionality.,C,1,Deep navigation structure with potential accessibility and interactive requirements.,https://www.abbvie.com/who-we-are/our-stories/growing-sustainably-through-innovation-how-abbvie-takes-action.html,primary_navigation,Main navigation,No matching catalog entry found.
Growing sustainably through innovation: How AbbVie takes action | AbbVie,Main Content,"Primary content area of the page, including articles and details.",M,1,Content area with potential rich text and multimedia elements.,https://www.abbvie.com/who-we-are/our-stories/growing-sustainably-through-innovation-how-abbvie-takes-action.html,main_content,Content section,No matching catalog entry found.
Change from within: Kenyan mom groups help families and communities thrive | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Basic utility strip with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/change-from-within.html,global_utility_strip,Utility strip,No matching catalog entry found for this block.
Change from within: Kenyan mom groups help families and communities thrive | AbbVie,Primary Navigation,Main site navigation with branding and menu options.,M,1,Navigation bar with potential dropdowns and branding elements.,https://www.abbvie.com/who-we-are/our-stories/change-from-within.html,primary_navigation,Main navigation,No matching catalog entry found for this block.
Change from within: Kenyan mom groups help families and communities thrive | AbbVie,Main Content,Primary content area with articles and information.,M,1,Dynamic content display requiring integration with CMS.,https://www.abbvie.com/who-we-are/our-stories/change-from-within.html,main_content,Content display,No matching catalog entry found for this block.
Change from within: Kenyan mom groups help families and communities thrive | AbbVie,Footer,Site footer with additional navigation and contact information.,S,1,Static footer with basic styling and links.,https://www.abbvie.com/who-we-are/our-stories/change-from-within.html,footer,Footer navigation,Matched with catalog entry 'Footer'.
Partnerships Stories | AbbVie,Global Header,Displays branding and primary navigation.,M,1,Includes navigation and branding elements requiring responsive design.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,global_header,Primary navigation and branding,Mapped using substring match for 'header'.
Partnerships Stories | AbbVie,Hero Section,Showcases the main theme or story with a prominent visual.,M,1,Requires layout for large images and headings with responsive design.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,hero_section,Main theme display,Mapped using substring match for 'hero'.
Partnerships Stories | AbbVie,Main Navigation,Provides primary site navigation.,M,1,Complexity arises from deep navigation structures.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,main_navigation,Site navigation,No exact match found in catalog.
Partnerships Stories | AbbVie,Primary Story Card,Displays a featured story with an image and description.,M,1,Involves card layout and responsive design.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,primary_story_card,Featured story card,Mapped using substring match for 'card'.
Partnerships Stories | AbbVie,Secondary Story Grid,Displays a grid of additional stories or features.,C,1,Requires grid layout and responsive design for multiple items.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,secondary_story_grid,Story grid,Mapped using substring match for 'card'.
Sharpening focus on eye diseases caused by diabetes | AbbVie,Global Utility Strip,Provides quick access to contact information and links.,S,1,Basic navigation utility strip.,https://www.abbvie.com/who-we-are/our-stories/sharpening-focus-on-eye-diseases-caused-by-diabetes.html,global_utility_strip,Utility strip,No direct match in AEM catalog.
Sharpening focus on eye diseases caused by diabetes | AbbVie,Primary Navigation,Main site navigation menu with dropdowns.,M,1,Dropdown navigation requires medium complexity.,https://www.abbvie.com/who-we-are/our-stories/sharpening-focus-on-eye-diseases-caused-by-diabetes.html,primary_navigation,Main navigation,No direct match in AEM catalog.
Sharpening focus on eye diseases caused by diabetes | AbbVie,Hero Section,Prominent image and heading introducing the page topic.,M,1,Hero blocks often include dynamic image and text handling.,https://www.abbvie.com/who-we-are/our-stories/sharpening-focus-on-eye-diseases-caused-by-diabetes.html,hero_section,Hero,Mapped to AEM 'Hero' block.
Sharpening focus on eye diseases caused by diabetes | AbbVie,Main Content,Primary content area containing articles and stories.,M,1,Content blocks often include rich text and embedded media.,https://www.abbvie.com/who-we-are/our-stories/sharpening-focus-on-eye-diseases-caused-by-diabetes.html,main_content,Content display,No direct match in AEM catalog.
Bay Area Opportunities | AbbVie,Global Utility Strip,Provides quick access to search and other utilities.,S,1,Simple layout with minimal interactivity.,https://www.abbvie.com/join-us/bay-area-opportunities.html,global_utility_strip,Utility strip,No matching block found in catalog.
Bay Area Opportunities | AbbVie,Primary Navigation,Main site navigation with branding and links.,C,1,Deep navigation structure with accessibility requirements.,https://www.abbvie.com/join-us/bay-area-opportunities.html,primary_navigation,Main navigation,No matching block found in catalog.
Bay Area Opportunities | AbbVie,Hero Section,Prominent introduction with background image and headline.,M,1,Requires styling and scripting for layout and dynamic content.,https://www.abbvie.com/join-us/bay-area-opportunities.html,hero_section,Hero,Mapped to Hero block from catalog.
Bay Area Opportunities | AbbVie,Introduction Content,Text and buttons introducing the page's purpose.,M,1,Requires dynamic content handling and styling.,https://www.abbvie.com/join-us/bay-area-opportunities.html,intro_content,Introductory content,No matching block found in catalog.
Bay Area Opportunities | AbbVie,Carousel Gallery,Interactive image gallery showcasing the campus.,C,1,Interactive component with navigation and dynamic slides.,https://www.abbvie.com/join-us/bay-area-opportunities.html,carousel_gallery,Image carousel,Mapped to Carousel block from catalog.
Bay Area Opportunities | AbbVie,Focus Areas,Highlights specific focus areas with supporting text and images.,M,1,Combination of text and images requiring responsive design.,https://www.abbvie.com/join-us/bay-area-opportunities.html,focus_areas,Content highlights,No matching block found in catalog.
Bay Area Opportunities | AbbVie,Campus Tour CTA,Call-to-action for a virtual campus tour.,S,1,Simple call-to-action layout.,https://www.abbvie.com/join-us/bay-area-opportunities.html,campus_tour_cta,Call-to-action,No matching block found in catalog.
Social Media Community Guidelines | AbbVie,Global Header,Provides the site's branding and primary navigation functionality.,S,1,"Simple header with navigation, no advanced interactions.",https://www.abbvie.com/social-media-community-guidelines.html,global_header,Utility strip,Matched directly to AEM catalog.
Social Media Community Guidelines | AbbVie,Primary Navigation,Enables navigation across different sections of the site.,M,1,Includes multiple navigation links and dropdowns.,https://www.abbvie.com/social-media-community-guidelines.html,primary_navigation,Main navigation,No exact match found in AEM catalog.
Social Media Community Guidelines | AbbVie,Hero Section,Highlights the main content with a visual and textual introduction.,M,1,"Includes large image and text, requiring responsive design.",https://www.abbvie.com/social-media-community-guidelines.html,hero_section,Hero banner,Matched directly to AEM catalog.
Social Media Community Guidelines | AbbVie,Content Section,Displays detailed page information and links.,M,1,"Contains structured text and links, medium complexity.",https://www.abbvie.com/social-media-community-guidelines.html,content_section,Content body,No exact match found in AEM catalog.
Social Media Community Guidelines | AbbVie,Footer Section,Provides additional navigation and contact information.,S,1,Simple footer with links and basic styling.,https://www.abbvie.com/social-media-community-guidelines.html,footer_section,Footer,Matched directly to AEM catalog.
Cerevel is now part of AbbVie | AbbVie,Utility Navigation,Provides quick access to global tools such as search and user preferences.,S,1,Minimal functionality and styling requirements.,https://www.abbvie.com/cerevel.html,global_utility_strip,Utility strip,Commonly used for accessibility and global links.
Cerevel is now part of AbbVie | AbbVie,Main Navigation,Displays the primary navigation menu and branding elements.,M,1,Includes navigation logic and branding integration.,https://www.abbvie.com/cerevel.html,primary_header,Main navigation,May include dropdowns or responsive elements.
Cerevel is now part of AbbVie | AbbVie,Hero Banner,Highlights the main message of the page with visual prominence.,M,1,Includes background image handling and responsive design.,https://www.abbvie.com/cerevel.html,hero_section,Hero,Often includes dynamic or interactive elements.
Cerevel is now part of AbbVie | AbbVie,Intro Text Block,Provides introductory context and a call-to-action.,S,1,Simple text and link functionality.,https://www.abbvie.com/cerevel.html,intro_text,Content block,Minimal interactive components.
Cerevel is now part of AbbVie | AbbVie,Neuroscience Info,Displays content related to neuroscience focus with visuals.,M,1,Combines text and images in a structured layout.,https://www.abbvie.com/cerevel.html,neuroscience_section,Content section,May include specific styling for thematic relevance.
Cerevel is now part of AbbVie | AbbVie,Page Footer,"Provides site-wide links, legal information, and social media icons.",M,1,Integration of multiple link types and responsive behavior.,https://www.abbvie.com/cerevel.html,footer,Footer,Critical for site navigation and compliance.
Mitokinin is now part of AbbVie | AbbVie,Global Header,"Provides branding, navigation, and utility links.",M,1,Includes navigation and branding elements with potential accessibility considerations.,https://www.abbvie.com/mitokinin.html,global_header,Utility strip,Matched to AEM Header block.
Mitokinin is now part of AbbVie | AbbVie,Hero Section,Highlights the main message with a large image and title.,M,1,Requires styling for large images and responsive design.,https://www.abbvie.com/mitokinin.html,hero_section,Main banner,Matched to AEM Hero block.
Mitokinin is now part of AbbVie | AbbVie,Introductory Content,"Introduces page content with a title, text, and call-to-action.",S,1,Simple text and button layout.,https://www.abbvie.com/mitokinin.html,intro_content,Content introduction,No direct match found in AEM catalog.
Mitokinin is now part of AbbVie | AbbVie,Neuroscience Section,"Highlights neuroscience focus with an image, text, and button.",M,1,Includes media and interactive elements.,https://www.abbvie.com/mitokinin.html,neuroscience_section,Content focus,No direct match found in AEM catalog.
Mitokinin is now part of AbbVie | AbbVie,Footer,"Contains links, social media, and legal information.",M,1,Includes multiple link types and styling considerations.,https://www.abbvie.com/mitokinin.html,footer,Site footer,Matched to AEM Footer block.
Mitokinin is now part of AbbVie | AbbVie,Back to Top Button,Allows users to return to the top of the page.,S,1,Simple button functionality.,https://www.abbvie.com/mitokinin.html,back_to_top,Utility button,No direct match found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Global Utility Navigation,Provides global utility links and search functionality.,S,1,Basic navigation and utility elements.,https://www.abbvie.com/celsius-therapeutics.html,global_utility_strip,Utility strip,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Primary Navigation,Main navigation for site sections and branding.,M,1,Complexity due to deep navigation structure.,https://www.abbvie.com/celsius-therapeutics.html,primary_navigation,Main navigation,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Hero Area,Displays prominent image and headline.,M,1,Visual prominence and potential responsiveness.,https://www.abbvie.com/celsius-therapeutics.html,hero_section,Hero visual,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Lead Content Area,Provides main textual content and call-to-action.,S,1,Simple content area.,https://www.abbvie.com/celsius-therapeutics.html,lead_content,Lead content,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Immunology Feature,Highlights immunology focus with visuals and text.,M,1,Content depth and visual integration.,https://www.abbvie.com/celsius-therapeutics.html,immunology_section,Content section,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Navigation,Displays primary navigation links in the footer.,S,1,Simple footer navigation.,https://www.abbvie.com/celsius-therapeutics.html,footer_primary_links,Footer links,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Social Links,Displays social media links in the footer.,S,1,Basic social media integration.,https://www.abbvie.com/celsius-therapeutics.html,footer_social_links,Social links,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Legal Links,Displays legal and informational links in the footer.,S,1,Simple legal links.,https://www.abbvie.com/celsius-therapeutics.html,footer_legal_links,Legal links,No direct mapping found in AEM catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Back to Top Button,Provides functionality to scroll back to the top of the page.,S,1,Basic button functionality.,https://www.abbvie.com/celsius-therapeutics.html,back_to_top_button,Utility button,No direct mapping found in AEM catalog.
ImmunoGen is now part of AbbVie | AbbVie,Global Utility Strip,Provides global utility links such as search and navigation.,S,1,Simple header navigation utility.,https://www.abbvie.com/immunogen.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
ImmunoGen is now part of AbbVie | AbbVie,Hero Section,Displays a prominent image and title for the page.,M,1,Requires integration of image and text positioning with CSS and JS.,https://www.abbvie.com/immunogen.html,hero_section,Main visual and title,Mapped to the Hero block in the AEM catalog.
ImmunoGen is now part of AbbVie | AbbVie,Introduction Text,Provides introductory context regarding the acquisition.,S,1,Simple static text content.,https://www.abbvie.com/immunogen.html,intro_text,Introductory text,No direct match found in the AEM catalog.
ImmunoGen is now part of AbbVie | AbbVie,Oncology Section,Highlights oncology-related initiatives and focus.,M,1,Requires structured layout for content presentation.,https://www.abbvie.com/immunogen.html,oncology_section,Content section,No direct match found in the AEM catalog.
ImmunoGen is now part of AbbVie | AbbVie,Clinical Trials Section,Displays information related to clinical trials.,M,1,Involves integration of data and structured content.,https://www.abbvie.com/immunogen.html,clinical_trials_section,Information section,No direct match found in the AEM catalog.
ImmunoGen is now part of AbbVie | AbbVie,Footer,"Displays footer content including links, legal information, and social media icons.",M,1,Requires integration of multiple elements and styling.,https://www.abbvie.com/immunogen.html,footer,Footer,Mapped to the Footer block in the AEM catalog.
Discovery Files | AbbVie,Global Header,Provides branding and main navigation for the site.,M,1,Includes branding elements and potential deep navigation structures.,https://www.abbvie.com/science/our-people/discovery-files.html,global_header,Main navigation,No matching entry in the AEM catalog.
Discovery Files | AbbVie,Hero Section,Displays a prominent image and heading as the main focus of the page.,M,1,Requires CSS and JS for layout and interactivity.,https://www.abbvie.com/science/our-people/discovery-files.html,hero_section,Hero image and headline,Mapped to the 'Hero' block in the AEM catalog.
Discovery Files | AbbVie,Primary Navigation,Facilitates navigation across site sections with dropdown menus.,C,1,Includes dropdown menus and accessibility considerations.,https://www.abbvie.com/science/our-people/discovery-files.html,primary_navigation,Dropdown navigation,No matching entry in the AEM catalog.
Discovery Files | AbbVie,Content Section 1,Highlights 'Who We Are' with text and links.,M,1,Requires structured content and links.,https://www.abbvie.com/science/our-people/discovery-files.html,content_section_1,Informative text block,No matching entry in the AEM catalog.
Discovery Files | AbbVie,Content Section 2,Highlights 'Science' with text and links.,M,1,Requires structured content and links.,https://www.abbvie.com/science/our-people/discovery-files.html,content_section_2,Informative text block,No matching entry in the AEM catalog.
Discovery Files | AbbVie,Card Grid,Showcases articles and highlights in a card grid layout.,C,1,Involves dynamic content and grid layout.,https://www.abbvie.com/science/our-people/discovery-files.html,card_grid,Card-based layout,No matching entry in the AEM catalog.
Allergan is now part of AbbVie | AbbVie,Site Header,"Displays the main site header, including navigation and branding.",M,1,Requires integration of navigation elements and branding layout.,https://www.abbvie.com/allergan.html,header_chrome,Main navigation,Header includes utility and primary navigation.
Allergan is now part of AbbVie | AbbVie,Site Search,Implements a search feature for the site.,M,1,Includes search box functionality and results display.,https://www.abbvie.com/allergan.html,site_search,Search bar,Search functionality is a core interactive feature.
Allergan is now part of AbbVie | AbbVie,Cookie Preferences,Manages user consent for cookies and tracking.,C,1,Requires integration with third-party consent management systems.,https://www.abbvie.com/allergan.html,cookie_preferences_entry,Cookie preferences,Likely involves OneTrust or similar CMP integration.
Scientist Spotlights | The People Powering AbbVie R&amp;D | AbbVie,Global Utility Strip,Provides links for global navigation.,S,1,"Simple navigation links, no advanced features.",https://www.abbvie.com/science/our-people/behind-the-science.html,global_utility_strip,Utility strip,No direct match in catalog.
Scientist Spotlights | The People Powering AbbVie R&amp;D | AbbVie,Primary Navigation,Main navigation with mega-menu functionality.,C,1,Deep navigation structure with potential accessibility challenges.,https://www.abbvie.com/science/our-people/behind-the-science.html,primary_navigation,Main navigation,No direct match in catalog.
Scientist Spotlights | The People Powering AbbVie R&amp;D | AbbVie,Hero Section,Showcases a prominent image and headline for page focus.,M,1,Includes styling and scripting for dynamic content.,https://www.abbvie.com/science/our-people/behind-the-science.html,hero_section,Hero section,Mapped to 'Hero' from catalog.
Scientist Spotlights | The People Powering AbbVie R&amp;D | AbbVie,Main Content,Contains primary articles and features.,M,1,Essential content area with potential dynamic features.,https://www.abbvie.com/science/our-people/behind-the-science.html,main_content,Content area,No direct match in catalog.
Scientist Spotlights | The People Powering AbbVie R&amp;D | AbbVie,Card Grid,Displays content in a grid of cards.,M,1,Includes responsive layout and styling.,https://www.abbvie.com/science/our-people/behind-the-science.html,card_grid,Card grid,Mapped to 'Cards' from catalog.
"Linda Scarazzini, M.D. | AbbVie",Global Utility Strip,Provides access to global utilities such as contact and subscription links.,S,1,Simple functionality with limited interaction.,https://www.abbvie.com/science/our-people/our-rd-leaders/linda-scarazzini.html,global_utility_strip,Utility strip,No matching AEM catalog block name found.
"Linda Scarazzini, M.D. | AbbVie",Primary Navigation,Main navigation bar for site-wide access.,M,1,Medium complexity due to potential deep navigation structure.,https://www.abbvie.com/science/our-people/our-rd-leaders/linda-scarazzini.html,primary_navigation,Main navigation,No matching AEM catalog block name found.
"Linda Scarazzini, M.D. | AbbVie",Hero Section,Prominent visual section with introductory content.,M,1,Medium complexity due to visual and accessibility considerations.,https://www.abbvie.com/science/our-people/our-rd-leaders/linda-scarazzini.html,hero_section,Hero image and content,No matching AEM catalog block name found.
"Linda Scarazzini, M.D. | AbbVie",Content Columns,Displays content in a multi-column layout.,M,1,Medium complexity due to layout and responsive design requirements.,https://www.abbvie.com/science/our-people/our-rd-leaders/linda-scarazzini.html,content_columns,Multi-column layout,No matching AEM catalog block name found.
"Linda Scarazzini, M.D. | AbbVie",Footer Links,Contains additional navigation links in the footer.,S,1,Simple functionality with limited interaction.,https://www.abbvie.com/science/our-people/our-rd-leaders/linda-scarazzini.html,footer_links,Footer navigation,No matching AEM catalog block name found.
Equal Employment Opportunity Employer | AbbVie,Global Utility Strip,"Provides quick access links for contact, subscribe, and group sites.",S,1,Simple navigation element with minimal interactivity.,https://www.abbvie.com/join-us/equal-employment-opportunity-employer.html,global_utility_strip,Utility strip,Requires basic accessibility compliance.
Equal Employment Opportunity Employer | AbbVie,Primary Navigation,Main site navigation with dropdown menus for major sections.,C,1,Deep navigation structure with dropdown menus.,https://www.abbvie.com/join-us/equal-employment-opportunity-employer.html,primary_navigation,Main navigation,Ensure full accessibility and responsive behavior.
Equal Employment Opportunity Employer | AbbVie,Multi-Column CTAs,Columns with call-to-action buttons guiding users to key areas.,M,1,Moderate complexity due to dynamic content and multiple links.,https://www.abbvie.com/join-us/equal-employment-opportunity-employer.html,multi_column_cta,Call-to-action layout,Optimize for usability and visual clarity.
Equal Employment Opportunity Employer | AbbVie,Card Grid,Grid of cards featuring images and text for highlighted content.,M,1,Moderate complexity due to interactive elements and layout.,https://www.abbvie.com/join-us/equal-employment-opportunity-employer.html,card_grid,Content grid,Ensure accessibility and responsive design.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Utility Navigation,Provides quick access to contact information and subscription options.,S,1,Simple functionality with minimal interactivity.,https://www.abbvie.com/capstan-therapeutics.html,global_utility_strip,Utility strip,No direct match in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Main Navigation,Main site navigation including logo and menu.,M,1,Includes logo integration and potential menu depth.,https://www.abbvie.com/capstan-therapeutics.html,primary_navigation,Primary navigation,No direct match in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Hero Section,Large visual section with a headline and background image.,M,1,Requires image handling and responsive layout.,https://www.abbvie.com/capstan-therapeutics.html,hero_section,Hero,No direct match in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Announcement Section,Highlights acquisition with headline and call-to-action.,M,1,"Combines text, links, and possibly dynamic content.",https://www.abbvie.com/capstan-therapeutics.html,announcement_section,Announcement,No direct match in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Immunology Section,Details AbbVie's focus on immunology.,M,1,Structured content likely involving grid or card layout.,https://www.abbvie.com/capstan-therapeutics.html,immunology_section,Content section,No direct match in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Footer Links,Primary navigation links in the footer.,S,1,Static links with minimal interactivity.,https://www.abbvie.com/capstan-therapeutics.html,footer_primary_links,Footer links,Mapped to 'Footer' block in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Social Links,Social media links in the footer.,S,1,Static links with minimal interactivity.,https://www.abbvie.com/capstan-therapeutics.html,footer_social_links,Social links,Mapped to 'Footer' block in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Legal Links,Legal and informational links in the footer.,S,1,Static links with minimal interactivity.,https://www.abbvie.com/capstan-therapeutics.html,footer_legal_links,Legal links,Mapped to 'Footer' block in AEM catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Back to Top,Button to scroll back to the top of the page.,S,1,Simple functionality with minimal interactivity.,https://www.abbvie.com/capstan-therapeutics.html,back_to_top,Utility button,No direct match in AEM catalog.
