Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Investigator-Initiated Studies | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group sites.",S,1,Limited functionality with no interactive elements.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,global_utility_strip,Utility strip,No matching catalog entry found.
Investigator-Initiated Studies | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,C,1,Complex navigation structure with dropdown menus.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,primary_navigation,Main navigation,No matching catalog entry found.
Investigator-Initiated Studies | AbbVie,Footer Navigation,Links and information located in the footer for site navigation.,M,1,Moderate complexity due to multiple links and potential dynamic elements.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,footer_navigation,Footer navigation,No matching catalog entry found.
Investigator-Initiated Studies | AbbVie,Back to Top Button,Button to quickly return to the top of the page.,S,1,Simple functionality with a single interactive element.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,back_to_top,Back to top button,No matching catalog entry found.
Online Application Overview | AbbVie,Global Utility Strip,Provides links for contact and subscription information.,S,1,Simple static links with no dynamic behavior.,https://www.abbvie.com/patients/patient-support/patient-assistance/online-application-overview.html,global_utility_strip,Utility strip,No matching block found in the catalog.
Online Application Overview | AbbVie,Primary Navigation,Main navigation for site access.,M,1,Dropdown menu requiring accessibility and responsive design.,https://www.abbvie.com/patients/patient-support/patient-assistance/online-application-overview.html,primary_navigation,Main navigation,No matching block found in the catalog.
Online Application Frequently Asked Questions | AbbVie,Primary Navigation,"Provides site-wide navigation functionality, including dropdowns and links.",M,1,Involves dropdowns and potentially multiple levels of navigation.,https://www.abbvie.com/patients/patient-support/patient-assistance/online-application-frequently-asked-questions.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Online Application Frequently Asked Questions | AbbVie,Hero Section,Displays a prominent introductory section with a large image and heading.,M,1,Includes styling and scripting for layout and interactivity.,https://www.abbvie.com/patients/patient-support/patient-assistance/online-application-frequently-asked-questions.html,hero_section,Prominent introductory section,Mapped to the AEM catalog block 'Hero'.
Patient Assistance | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Minimal interactive elements and straightforward design.,https://www.abbvie.com/patients/patient-support/patient-assistance.html,global_utility_strip,Utility strip,No matching catalog entry found; consider custom implementation.
Patient Assistance | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Multiple dropdowns and potential accessibility requirements.,https://www.abbvie.com/patients/patient-support/patient-assistance.html,primary_navigation,Main navigation,No matching catalog entry found; consider custom implementation.
Check Your Eligibility | AbbVie,Primary Navigation,Main site navigation with dropdowns for sections.,M,1,Includes dropdowns and potential deep navigation structure.,https://www.abbvie.com/patients/patient-support/patient-assistance/eligibility-criteria.html,primary_navigation,Main navigation,No direct match found in AEM catalog.
Check Your Eligibility | AbbVie,Hero Section,Displays the main visual and message of the page.,S,1,Simple visual and text display.,https://www.abbvie.com/patients/patient-support/patient-assistance/eligibility-criteria.html,hero_section,Main hero banner,Matched to 'Hero' in AEM catalog.
Check Your Eligibility | AbbVie,Content Columns,Displays the content in a multi-column layout.,M,1,Requires responsive design for multiple column arrangements.,https://www.abbvie.com/patients/patient-support/patient-assistance/eligibility-criteria.html,content_columns,Multi-column layout,Matched to 'Columns' in AEM catalog.
Check Your Eligibility | AbbVie,Card Grid,Showcases cards with images and text for featured content.,M,1,Grid layout with image and text components.,https://www.abbvie.com/patients/patient-support/patient-assistance/eligibility-criteria.html,card_grid,Card-based layout,Matched to 'Cards' in AEM catalog.
Available Programs | AbbVie,Site Header,Provides branding and navigation elements for the website.,M,1,Includes accessibility features and dynamic navigation.,https://www.abbvie.com/patients/patient-support/patient-assistance/available-programs.html,global_header,Utility strip,Mapped to 'Header' block from AEM catalog.
Available Programs | AbbVie,Hero Banner,Displays a prominent visual and textual element as the focal point of the page.,M,1,Requires responsive design and interaction handling.,https://www.abbvie.com/patients/patient-support/patient-assistance/available-programs.html,hero_section,Hero image,Mapped to 'Hero' block from AEM catalog.
Available Programs | AbbVie,Navigation Menu,Provides primary navigation for site exploration.,M,1,Includes hierarchical navigation structure.,https://www.abbvie.com/patients/patient-support/patient-assistance/available-programs.html,navigation_menu,Main navigation,No direct match found in AEM catalog.
Frequently asked questions | AbbVie,Global Navigation,Provides site-wide navigation links and branding.,M,1,"Includes site-wide navigation, potential accessibility requirements.",https://www.abbvie.com/patients/patient-support/patient-assistance/patient-assistance-frequently-asked-questions.html,global_navigation,Main navigation,No direct match in AEM catalog.
Frequently asked questions | AbbVie,Hero Section,Prominent introductory section with main message or call-to-action.,M,1,Requires styling and scripting for dynamic content.,https://www.abbvie.com/patients/patient-support/patient-assistance/patient-assistance-frequently-asked-questions.html,hero_section,Hero layout,Matched with Hero block in AEM catalog.
Frequently asked questions | AbbVie,FAQ List,Displays frequently asked questions and their answers.,S,1,"Static list rendering, minimal interactivity.",https://www.abbvie.com/patients/patient-support/patient-assistance/patient-assistance-frequently-asked-questions.html,faq_list,FAQ listing,No direct match in AEM catalog.
AbbVie Ventures | AbbVie,Global Navigation,Provides site-wide navigation links and branding.,M,1,Requires accessibility compliance and potentially dynamic menu handling.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,global_navigation,Main navigation,No matching catalog block found for 'Global Navigation'.
AbbVie Ventures | AbbVie,Content Section,Contains the primary content and information about AbbVie Ventures.,S,1,Static content section with minimal interactivity.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,content_section,Primary content,No matching catalog block found for 'Content Section'.
Bay Area Opportunities | AbbVie,Global Utility Navigation,Provides quick access to global site utilities like search and navigation.,S,1,Simple navigation links without deep hierarchy.,https://www.abbvie.com/join-us/bay-area-opportunities.html,global_utility_strip,Utility strip,May require CSS adjustments for alignment.
Bay Area Opportunities | AbbVie,Primary Header Navigation,Primary navigation and branding for the site.,M,1,Includes branding elements and possibly dropdown menus.,https://www.abbvie.com/join-us/bay-area-opportunities.html,header_navigation,Main navigation,Ensure accessibility compliance for dropdowns.
Bay Area Opportunities | AbbVie,Hero Section,Prominent introduction with a large image and headline.,M,1,Involves large image handling and headline styling.,https://www.abbvie.com/join-us/bay-area-opportunities.html,hero_section,Hero banner,Optimize for various screen sizes.
Bay Area Opportunities | AbbVie,Introduction Content,Introduction text and call-to-action buttons.,S,1,Simple text and buttons without interactive elements.,https://www.abbvie.com/join-us/bay-area-opportunities.html,intro_content,Introductory content,Verify consistency in button styling.
Bay Area Opportunities | AbbVie,Campus Teaser,Highlights the campus with a teaser and link to a virtual tour.,M,1,Includes external link embedding and teaser styling.,https://www.abbvie.com/join-us/bay-area-opportunities.html,campus_teaser,Campus teaser,Ensure links are functional and styled appropriately.
Bay Area Opportunities | AbbVie,Image Carousel,Image carousel showcasing various aspects of the campus.,C,1,"Requires navigation buttons, slide indicators, and responsive behavior.",https://www.abbvie.com/join-us/bay-area-opportunities.html,carousel_gallery,Image carousel,Ensure smooth transitions and accessibility compliance.
Bay Area Opportunities | AbbVie,Focus Areas,Detailed information about focus areas with images and text.,M,1,Involves column layouts and content alignment.,https://www.abbvie.com/join-us/bay-area-opportunities.html,focus_areas,Focus area columns,Verify responsive behavior for different screen sizes.
Bay Area Opportunities | AbbVie,Breakthroughs Section,Information about pioneering breakthroughs and innovation.,M,1,Similar to focus areas but may involve additional text formatting.,https://www.abbvie.com/join-us/bay-area-opportunities.html,breakthroughs_section,Breakthrough columns,Ensure consistent styling with focus areas.
Bay Area Opportunities | AbbVie,Innovation Section,Details on the innovative culture and opportunities at the company.,M,1,Requires column layouts and detailed content styling.,https://www.abbvie.com/join-us/bay-area-opportunities.html,innovation_section,Innovation columns,Check for uniformity in column width and spacing.
AbbVie Pride | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple functionality with no deep interactivity or complex integrations.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/abbvie-pride.html,global_utility_strip,Utility strip,No direct match found in AEM catalog.
AbbVie Pride | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Moderate complexity due to dropdown menu interactions.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/abbvie-pride.html,primary_navigation,Main navigation,No direct match found in AEM catalog.
AbbVie Pride | AbbVie,Content Highlight,Features highlighted content or announcements.,S,1,Simple content highlighting functionality.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/abbvie-pride.html,content_highlight,Highlight,No direct match found in AEM catalog.
Reasonable Accommodations | AbbVie,Global Utility Strip,"Provides top-level utilities such as contact information, subscription options, and links to group sites.",S,1,Minimal content and functionality; primarily static links and text.,https://www.abbvie.com/join-us/reasonable-accommodations.html,global_utility_strip,Utility strip,No matching block found in catalog; functionality is straightforward.
Reasonable Accommodations | AbbVie,Primary Navigation,Main site navigation including dropdown menus for sections like 'Who We Are' and 'Science'.,M,1,"Includes dropdown menus and hierarchical navigation, requiring moderate implementation effort.",https://www.abbvie.com/join-us/reasonable-accommodations.html,primary_navigation,Main navigation,No matching block found in catalog; navigation structure may require custom adaptation.
Tunisia | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple navigation links with minimal interactivity.,https://www.abbvie.com/contact-center/locations/tunisia.html,global_utility_strip,Utility strip,No catalog match found.
Tunisia | AbbVie,Primary Navigation,Main navigation menu for site sections.,C,1,Deep navigation structure likely requiring accessibility considerations.,https://www.abbvie.com/contact-center/locations/tunisia.html,primary_navigation,Main navigation,No catalog match found.
Tunisia | AbbVie,Hero Section,Highlights the main focus of the page with a large image and heading.,M,1,Visual prominence and potential for dynamic content.,https://www.abbvie.com/contact-center/locations/tunisia.html,hero_section,Hero banner,No catalog match found.
Tunisia | AbbVie,Content Section 1,Provides information about the organization's principles and values.,S,1,Static content without complex interactivity.,https://www.abbvie.com/contact-center/locations/tunisia.html,content_section_1,Informational text,No catalog match found.
Tunisia | AbbVie,Content Section 2,Showcases stories and profiles related to the organization.,M,1,Cards with potential interactivity or dynamic loading.,https://www.abbvie.com/contact-center/locations/tunisia.html,content_section_2,Story cards,No catalog match found.
Tunisia | AbbVie,Content Section 3,Displays facts and recognitions about the organization.,M,1,Structured data presentation likely requiring accessibility features.,https://www.abbvie.com/contact-center/locations/tunisia.html,content_section_3,Recognition cards,No catalog match found.
Croatia | AbbVie,Global Header,Displays the logo and primary navigation for the site.,M,1,Includes navigation and layout structuring.,https://www.abbvie.com/contact-center/locations/croatia.html,global_header,Main navigation,Essential for consistent site navigation.
Croatia | AbbVie,Primary Navigation,Provides access to the main sections of the website through a navigational menu.,M,1,Includes interactive navigation elements.,https://www.abbvie.com/contact-center/locations/croatia.html,primary_navigation,Primary navigation,Specific implementation details not found in catalog.
Croatia | AbbVie,Hero Section,Highlights the main focus or theme of the page with a large image and heading.,M,1,Requires responsive design and visual appeal.,https://www.abbvie.com/contact-center/locations/croatia.html,hero_section,Hero banner,Critical for page engagement.
Croatia | AbbVie,Content Grid,Organizes content into a grid layout for better readability and structure.,M,1,Handles multiple content items with layout precision.,https://www.abbvie.com/contact-center/locations/croatia.html,content_grid,Content grid,Supports user-friendly content presentation.
Croatia | AbbVie,Footer,Displays footer content including links and additional navigation.,M,1,Essential for site navigation and information.,https://www.abbvie.com/contact-center/locations/croatia.html,footer,Site footer,Important for user navigation and site compliance.
Algeria | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",M,1,Includes links and accessibility considerations for quick access features.,https://www.abbvie.com/contact-center/locations/algeria.html,global_utility_strip,Utility strip,No exact match found in AEM catalog.
Algeria | AbbVie,Primary Navigation,Main navigation menu for the site.,C,1,Deep navigation structure with potential accessibility features.,https://www.abbvie.com/contact-center/locations/algeria.html,primary_navigation,Main navigation,No exact match found in AEM catalog.
South Africa and Sub-Saharan Africa | AbbVie,Global Utility Strip,Provides quick access to essential links such as contact and subscription.,S,1,Minimal complexity due to limited functionality and accessibility considerations.,https://www.abbvie.com/contact-center/locations/south-africa-and-sub-saharan-africa.html,global_utility_strip,Utility strip,No exact match found in the catalog.
South Africa and Sub-Saharan Africa | AbbVie,Primary Navigation,Main navigation menu for the website.,M,1,Moderate complexity due to navigation hierarchy and accessibility requirements.,https://www.abbvie.com/contact-center/locations/south-africa-and-sub-saharan-africa.html,primary_navigation,Main navigation,No exact match found in the catalog.
Resources | AbbVie,Utility Navigation Strip,"Provides quick access links such as contact, subscribe, and group sites.",S,1,Simple navigation links with minimal interactivity.,https://www.abbvie.com/sustainability/environmental-social-and-governance/resources.html,global_utility_strip,Utility strip,Not directly mapped to AEM catalog blocks.
Resources | AbbVie,Primary Navigation Bar,Main site navigation including branding and mega-menu.,C,1,Complex navigation structure including branding and dynamic menu.,https://www.abbvie.com/sustainability/environmental-social-and-governance/resources.html,primary_navigation,Main navigation,Mapped to 'Header' in AEM catalog.
Resources | AbbVie,Content Cards,Displays content in card format with images and text.,M,1,Moderate complexity due to dynamic content and responsive layout.,https://www.abbvie.com/sustainability/environmental-social-and-governance/resources.html,content_cards,Card layout,Mapped to 'Cards' in AEM catalog.
Resources | AbbVie,Text Columns,Text content arranged in columns for readability.,S,1,Straightforward layout for text content.,https://www.abbvie.com/sustainability/environmental-social-and-governance/resources.html,prose_columns,Columned text,Mapped to 'Columns' in AEM catalog.
Resources | AbbVie,Call-to-Action Buttons,Interactive buttons encouraging user actions.,S,1,Simple interactive elements with basic styling.,https://www.abbvie.com/sustainability/environmental-social-and-governance/resources.html,cta_buttons,Buttons,Not directly mapped to AEM catalog blocks.
Resources | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.abbvie.com/sustainability/environmental-social-and-governance/resources.html,back_to_top,Utility button,Not directly mapped to AEM catalog blocks.
Why AbbVie | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group sites.",S,1,Simple navigation links with minimal interactivity.,https://www.abbvie.com/join-us/why-abbvie.html,global_utility_strip,Utility strip,Ensure accessibility compliance for navigation links.
Why AbbVie | AbbVie,Primary Navigation,Main site navigation with links to key sections.,C,1,Deep navigation structure requiring comprehensive accessibility and responsive design.,https://www.abbvie.com/join-us/why-abbvie.html,primary_navigation,Main navigation,Focus on usability and clear hierarchy.
Why AbbVie | AbbVie,Hero Section,Prominent section highlighting the main theme or message of the page.,M,1,Includes styled image and heading requiring responsive adjustments.,https://www.abbvie.com/join-us/why-abbvie.html,hero_section,Hero banner,Ensure visual impact and clear messaging.
Why AbbVie | AbbVie,Main Content Introduction,Introduction text and overview of the page's purpose.,S,1,Simple text block with minimal styling.,https://www.abbvie.com/join-us/why-abbvie.html,main_content_intro,Introductory text,Ensure text clarity and accessibility.
Why AbbVie | AbbVie,Call-to-Action Buttons,Buttons encouraging user interaction or navigation to other pages.,S,1,Basic button functionality with minimal styling.,https://www.abbvie.com/join-us/why-abbvie.html,cta_buttons,Interactive buttons,Focus on clear call-to-action text and accessibility.
Why AbbVie | AbbVie,Featured Links,List of important links related to the page's content.,S,1,Simple list structure with basic styling.,https://www.abbvie.com/join-us/why-abbvie.html,featured_links,Important links,Ensure link accessibility and proper styling.
Why AbbVie | AbbVie,Card Grid,Grid of cards showcasing featured content or stories.,M,1,Includes responsive grid layout and styled card elements.,https://www.abbvie.com/join-us/why-abbvie.html,card_grid,Content cards,Ensure responsive design and clear content presentation.
Addressing Systemic Barriers | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,Simple layout with minimal interactivity.,https://www.abbvie.com/sustainability/abbvie-foundation/addressing-systemic-barriers.html,global_utility_strip,Utility strip,No exact match found in catalog.
Addressing Systemic Barriers | AbbVie,Primary Navigation,Main navigation menu for site sections and pages.,C,1,Deep navigation structure with potential accessibility considerations.,https://www.abbvie.com/sustainability/abbvie-foundation/addressing-systemic-barriers.html,primary_navigation,Main navigation,No exact match found in catalog.
Addressing Systemic Barriers | AbbVie,Hero Section,Large visual section highlighting the main theme or purpose of the page.,M,1,Requires hero image and positioning logic.,https://www.abbvie.com/sustainability/abbvie-foundation/addressing-systemic-barriers.html,hero_section,Hero layout,Matched to catalog entry 'Hero'.
Addressing Systemic Barriers | AbbVie,Call to Action Section,Encourages users to explore specific areas or take actions.,M,1,Interactive elements requiring user engagement.,https://www.abbvie.com/sustainability/abbvie-foundation/addressing-systemic-barriers.html,cta_section,Call to action,No exact match found in catalog.
Addressing Systemic Barriers | AbbVie,Card Grid,"Displays content in a card format, such as news or profiles.",M,1,Responsive grid layout and card styling.,https://www.abbvie.com/sustainability/abbvie-foundation/addressing-systemic-barriers.html,card_grid,Card grid,Matched to catalog entry 'Cards'.
Asian Leadership Network | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and group sites.",S,1,Simple utility strip without complex interactions.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/asian-leadership-network.html,global_utility_strip,Utility strip,No matching catalog entry found.
Asian Leadership Network | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,M,1,Dropdown menus increase complexity.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/asian-leadership-network.html,primary_navigation,Main navigation,No matching catalog entry found.
"Environmental, Social &amp; Governance | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple links with minimal styling.,https://www.abbvie.com/sustainability/environmental-social-and-governance.html,global_utility_strip,Utility strip,No direct match found in catalog.
"Environmental, Social &amp; Governance | AbbVie",Primary Navigation,Main navigation menu with hierarchical links to site sections.,C,1,Deep navigation structure requires accessibility and responsive design.,https://www.abbvie.com/sustainability/environmental-social-and-governance.html,primary_navigation,Main navigation,No direct match found in catalog.
"Environmental, Social &amp; Governance | AbbVie",Hero Section,Prominent section with a large image and heading to highlight the main theme.,M,1,Hero sections often involve image optimization and dynamic heading styles.,https://www.abbvie.com/sustainability/environmental-social-and-governance.html,hero_section,Hero,Mapped based on catalog entry for Hero block.
"Environmental, Social &amp; Governance | AbbVie",Content Columns,Arranges content into columns for structured presentation.,M,1,Requires responsive column layout and styling.,https://www.abbvie.com/sustainability/environmental-social-and-governance.html,content_columns,Column layout,No direct match found in catalog.
"Environmental, Social &amp; Governance | AbbVie",Card Grid,Displays multiple cards with images and descriptions for featured content.,M,1,"Cards involve image handling, text alignment, and grid responsiveness.",https://www.abbvie.com/sustainability/environmental-social-and-governance.html,card_grid,Card layout,Mapped based on catalog entry for Cards block.
Veterans | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility navigation with minimal accessibility concerns.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,global_utility_strip,Utility strip,No exact match found in catalog.
Veterans | AbbVie,Primary Navigation,Main navigation menu with links to primary site sections.,C,1,Deep navigation structure likely requiring extensive accessibility support.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,primary_navigation,Main navigation,No exact match found in catalog.
Veterans | AbbVie,Hero Section,Highlights the main theme or message of the page with a large image and heading.,M,1,Moderate styling and interaction complexity expected.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,hero_section,Hero section,Exact match found in catalog.
Veterans | AbbVie,Content Introduction,Introduces the content with a brief description and a call-to-action button.,S,1,Straightforward content presentation.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,content_intro,Content introduction,No exact match found in catalog.
Veterans | AbbVie,Card Grid,Displays a grid of cards with images and brief descriptions.,M,1,Requires responsive grid layout and consistent styling.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,card_grid,Card grid,Exact match found in catalog.
Veterans | AbbVie,Dashboard Cards,Displays key metrics or highlights in a compact card format.,M,1,Requires dynamic content loading and styling.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,dashboard_cards,Dashboard cards,No exact match found in catalog.
Veterans | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/veterans.html,back_to_top,Back to top,No exact match found in catalog.
Internships | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,Simple structure with limited interactive elements.,https://www.abbvie.com/join-us/internships.html,global_utility_strip,Utility strip,This block is a header component providing auxiliary navigation.
Internships | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,M,1,Includes dropdown menus and hierarchical navigation.,https://www.abbvie.com/join-us/internships.html,primary_navigation,Main navigation,This block is essential for site navigation and user orientation.
Benefits | AbbVie,Global Navigation,Provides site-wide navigation and branding elements.,C,1,Includes accessibility considerations and deep navigation structures.,https://www.abbvie.com/join-us/life-at-abbvie/benefits.html,global_header,Main navigation,Mapped to 'Header' block with JS and CSS assets.
Benefits | AbbVie,Hero Banner,Highlights the main visual and introductory content of the page.,M,1,Requires styling and scripting for dynamic presentation.,https://www.abbvie.com/join-us/life-at-abbvie/benefits.html,hero_section,Introductory visual content,Mapped to 'Hero' block with JS and CSS assets.
Benefits | AbbVie,Content Grid,Displays a grid layout of key content areas with links and descriptions.,M,1,Complexity due to layout management and responsive design.,https://www.abbvie.com/join-us/life-at-abbvie/benefits.html,content_grid,Grid layout,No direct match found in AEM catalog.
Life at AbbVie | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility strip with minimal interactivity.,https://www.abbvie.com/join-us/life-at-abbvie.html,global_utility_strip,Utility strip,No direct match in the AEM catalog.
Life at AbbVie | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Dropdown menus and hierarchical navigation add moderate complexity.,https://www.abbvie.com/join-us/life-at-abbvie.html,primary_navigation,Main navigation,No direct match in the AEM catalog.
Life at AbbVie | AbbVie,Footer Section,"Footer with additional navigation, contact info, and legal links.",M,1,"Footer involves styling, potential fragment integration, and accessibility considerations.",https://www.abbvie.com/join-us/life-at-abbvie.html,footer_section,Footer,Mapped to AEM Footer block.
Slovenia | AbbVie,Global Header,Displays the global header with navigation and branding elements.,M,1,"Includes navigation, branding, and accessibility features.",https://www.abbvie.com/contact-center/locations/slovenia.html,global_header,Utility strip,Ensure accessibility compliance for navigation.
Slovenia | AbbVie,Main Navigation,Provides primary navigation for site-wide content access.,C,1,Deep navigation structure with potential dynamic content.,https://www.abbvie.com/contact-center/locations/slovenia.html,main_navigation,Primary navigation,Requires dynamic content handling and responsive design.
Slovenia | AbbVie,Hero Section,Highlights the main content with an image and heading.,M,1,Visual prominence and responsive image handling.,https://www.abbvie.com/contact-center/locations/slovenia.html,hero_section,Hero banner,Optimize for performance and responsive design.
Slovenia | AbbVie,Who We Are Section,Describes organizational values and principles.,S,1,Static content with minimal interactivity.,https://www.abbvie.com/contact-center/locations/slovenia.html,who_we_are_section,Text content,Consider using a standardized text block format.
Slovenia | AbbVie,Science Section,Showcases scientific achievements and focus.,S,1,Static content presentation.,https://www.abbvie.com/contact-center/locations/slovenia.html,science_section,Text content,Ensure alignment with branding guidelines.
Slovenia | AbbVie,Patients Section,Provides resources and support for patients.,S,1,Static content with informational focus.,https://www.abbvie.com/contact-center/locations/slovenia.html,patients_section,Text content,Include clear call-to-action elements for user engagement.
Slovenia | AbbVie,Footer,Displays footer with additional navigation and contact information.,M,1,"Includes navigation, branding, and accessibility features.",https://www.abbvie.com/contact-center/locations/slovenia.html,footer,Footer navigation,Ensure accessibility compliance and responsive design.
Allergan Aesthetics | AbbVie,Global Utility Strip,"Provides top-level utility links like contact, subscription, and group site navigation.",S,1,Simple navigation links without dynamic behaviors.,https://www.abbvie.com/join-us/opportunities/allergan-aesthetics.html,global_utility_strip,Utility strip,No matching block found in catalog.
Allergan Aesthetics | AbbVie,Primary Navigation,Implements the main site navigation with dropdown menus and hierarchical structure.,M,1,Dropdown menus introduce moderate complexity.,https://www.abbvie.com/join-us/opportunities/allergan-aesthetics.html,primary_navigation,Main navigation,No matching block found in catalog.
Student programs | AbbVie,Global Header,Displays the website's header including logo and navigation.,M,1,Includes navigation and accessibility considerations.,https://www.abbvie.com/join-us/student-programs.html,global_header,Primary navigation with logo,May require additional styling for responsive design.
Student programs | AbbVie,Hero Section,Presents a hero area with a large image and headline.,M,1,Requires image optimization and responsive layout.,https://www.abbvie.com/join-us/student-programs.html,hero_section,Hero with image and text,Ensure compatibility with various screen sizes.
Student programs | AbbVie,Primary Navigation,Provides main navigation for accessing site sections.,C,1,Deep navigation structure with potential accessibility enhancements.,https://www.abbvie.com/join-us/student-programs.html,primary_navigation,Multi-level navigation,Consider usability and keyboard navigation features.
Student programs | AbbVie,Content Section One,"Displays a content area with title, text, and call-to-action.",S,1,Simple layout with minimal interactivity.,https://www.abbvie.com/join-us/student-programs.html,content_section_one,Text block with CTA,Verify alignment and spacing.
Student programs | AbbVie,Content Section Two,Provides additional textual content and links.,S,1,Straightforward implementation with basic links.,https://www.abbvie.com/join-us/student-programs.html,content_section_two,Text block with links,Ensure link styling and hover effects.
Student programs | AbbVie,Card Grid,Displays a grid of cards with images and descriptions.,M,1,Requires responsive grid layout and hover effects.,https://www.abbvie.com/join-us/student-programs.html,card_grid,Card layout,Optimize for accessibility and image loading.
Student programs | AbbVie,Footer,Displays the website's footer with links and additional navigation.,M,1,Includes navigation and accessibility considerations.,https://www.abbvie.com/join-us/student-programs.html,footer,Footer with links,Ensure consistent styling across pages.
Locations | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and other global utilities.",S,1,Simple utility strip with minimal interactivity.,https://www.abbvie.com/contact-center/locations.html,global_utility_strip,Utility strip,No matching block found in AEM catalog.
Locations | AbbVie,Primary Navigation,Main site navigation with dropdown menus for accessing different sections.,C,1,Complex dropdown navigation structure requiring in-depth implementation.,https://www.abbvie.com/contact-center/locations.html,primary_navigation,Main navigation,No matching block found in AEM catalog.
Cerevel is now part of AbbVie | AbbVie,Global Utility Strip,Provides quick access to global utilities like search and navigation.,S,1,Basic functionality without specialized requirements.,https://www.abbvie.com/cerevel.html,global_utility_strip,Utility strip,No direct match found in catalog.
Cerevel is now part of AbbVie | AbbVie,Primary Navigation,Contains the main website navigation and branding.,M,1,Navigation systems often require accessibility and responsive design.,https://www.abbvie.com/cerevel.html,primary_navigation,Main navigation,No direct match found in catalog.
Cerevel is now part of AbbVie | AbbVie,Hero Section,Highlights the main message with a large image and heading.,M,1,Requires integration of dynamic content and styling.,https://www.abbvie.com/cerevel.html,hero_section,Hero layout,Matched with 'Hero' block in catalog.
Cerevel is now part of AbbVie | AbbVie,Lead Content,Presents the primary message and call-to-action for the page.,M,1,Involves dynamic content and potential user interaction.,https://www.abbvie.com/cerevel.html,lead_content,Content lead,No direct match found in catalog.
Cerevel is now part of AbbVie | AbbVie,Neuroscience Section,Showcases information about neuroscience focus with an image and text.,M,1,Requires integration of multimedia and structured content.,https://www.abbvie.com/cerevel.html,neuroscience_section,Content showcase,No direct match found in catalog.
Cerevel is now part of AbbVie | AbbVie,Footer Links,Provides links to important sections and external resources.,M,1,Footer systems often involve accessibility and responsive design.,https://www.abbvie.com/cerevel.html,footer_links,Link list,Matched with 'Footer' block in catalog.
Cerevel is now part of AbbVie | AbbVie,Footer Social Media,Displays social media links for the organization.,S,1,Simple integration of static links.,https://www.abbvie.com/cerevel.html,footer_social_media,Social media,Matched with 'Footer' block in catalog.
Cerevel is now part of AbbVie | AbbVie,Footer Legal,Contains legal and accessibility information.,M,1,May involve accessibility compliance requirements.,https://www.abbvie.com/cerevel.html,footer_legal,Legal footer,Matched with 'Footer' block in catalog.
