Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Liam H - AbbVie CF Scholarship,Profile Section,Displays the profile image and details of the scholar.,M,1,Requires layout for image and text arrangement.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,profile_section,Profile display,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Profile Bio,Contains the biography and personal story of the scholar.,S,1,Text content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,profile_bio,Biography,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Artwork Section,Showcases the scholar's artwork.,M,1,Layout and styling for visual content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,artwork_section,Artwork showcase,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Achievements Section,Lists the achievements of the scholar.,S,1,Simple list layout and styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,achievements_section,Achievements list,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Footer Links,Provides links to important site resources and legal information.,S,1,Fragment-based footer content with styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,footer_links,Footer links,Matched to catalog entry 'Footer'.
Liam H - AbbVie CF Scholarship,Footer Legal Text,Displays legal disclaimers and copyright information.,S,1,Text-based content with styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,footer_legal,Legal footer,Matched to catalog entry 'Footer'.
Liam H - AbbVie CF Scholarship,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button with scroll functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,back_to_top_button,Scroll to top,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Artwork Modal,Displays the scholar's artwork in a modal view.,M,1,Interactive modal functionality with CSS and JS.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,modal_artwork,Modal display,Matched to catalog entry 'Modal'.
2023,Global Utility Navigation,Provides quick links and utility navigation for the site.,S,1,Simple navigation links without deep interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2023/,global_utility_navigation,Utility strip,No direct match found in AEM catalog.
2023,Primary Navigation,"Main navigation menu for the site, including submenus.",M,1,Includes dropdowns and hierarchical menu structure.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2023/,primary_navigation,Main navigation,No direct match found in AEM catalog.
2023,Hero Section,Highlights the main content or message of the page.,M,1,Hero section with image and heading requiring styling and positioning.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2023/,hero_section,Hero,Matched to AEM catalog entry for Hero.
2023,Footer,Contains site-wide footer links and legal information.,S,1,Basic styling and content fragment fetching.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2023/,footer,Footer,Matched to AEM catalog entry for Footer.
2023,Back to Top Button,Provides a button to scroll back to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2023/,back_to_top,Back to Top,No direct match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Utility Navigation,Provides quick access links and utility navigation.,S,1,Simple navigation links without deep interactions.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,global_utility_strip,Utility strip,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Primary Header,Contains the main logo and navigation links.,M,1,Includes logo integration and navigation structure.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,primary_header,Main navigation,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Main Navigation,Primary navigation menu for the site.,M,1,Includes dropdown and multi-level navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,main_navigation,Primary navigation,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Hero Section,Highlights main introduction and overview with a large image and heading.,M,1,Requires styling and image integration.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,hero_section,Hero,Matched with 'Hero' in the AEM catalog.
Mackenzie A - AbbVie CF Scholarship,CTA Back Button,Provides a button navigating back to the previous page.,S,1,Single button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,cta_back_button,Call-to-action,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Profile Section,Displays scholar's profile details and story.,M,1,Includes text and image layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,profile_section,Profile,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Artwork Section,Showcases scholar's artwork.,M,1,Requires image rendering and layout design.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,artwork_section,Artwork showcase,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Achievements Section,Lists scholar's achievements.,M,1,Includes list styling and layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,achievements_section,Achievements list,No exact match found in AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Footer,Contains site-wide footer links and legal information.,M,1,Includes links and legal content integration.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,footer,Footer,Matched with 'Footer' in the AEM catalog.
Mackenzie A - AbbVie CF Scholarship,Back to Top Button,Allows navigation back to the top of the page.,S,1,Single button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mackenzie-a,back_to_top_button,Utility button,No exact match found in AEM catalog.
Lola F - AbbVie CF Scholarship,Global Utility Navigation,Provides links for global utilities.,S,1,Simple navigation block with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,global_utility_strip,Utility strip,No matching catalog entry found.
Lola F - AbbVie CF Scholarship,Primary Navigation,Displays primary site navigation links.,M,1,Involves hierarchical navigation and accessibility considerations.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,primary_navigation,Main navigation,No matching catalog entry found.
Lola F - AbbVie CF Scholarship,Hero Section,Showcases the main headline and introduction text.,M,1,Includes styling and potential dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,hero_section,Hero banner,Matched with catalog entry for 'Hero'.
Lola F - AbbVie CF Scholarship,CTA Back Button,Provides a back navigation link.,S,1,Simple button with minimal functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,cta_back_button,Back button,No matching catalog entry found.
Lola F - AbbVie CF Scholarship,Profile Section,Displays the scholar's profile image and text.,M,1,Involves layout considerations and potential responsive design.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,profile_section,Profile display,No matching catalog entry found.
Lola F - AbbVie CF Scholarship,Personal Story,Contains the scholar's personal story and experiences.,M,1,Involves rich text display and potential formatting.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,personal_story,Rich text,No matching catalog entry found.
Lola F - AbbVie CF Scholarship,Artwork Section,Displays the scholar's artwork and achievements.,M,1,Includes layout considerations and image handling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,artwork_section,Artwork showcase,No matching catalog entry found.
Lola F - AbbVie CF Scholarship,Footer,Contains footer links and legal information.,M,1,Involves styling and potential dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,footer,Footer links,Matched with catalog entry for 'Footer'.
Lola F - AbbVie CF Scholarship,Back to Top Button,Allows users to quickly navigate back to the top of the page.,S,1,Simple button functionality with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/lola-f,back_to_top,Back to top,No matching catalog entry found.
Samantha P - AbbVie CF Scholarship,Utility Navigation,Provides quick access to utility links and navigation options.,S,1,Basic navigation with links and minimal styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,global_utility_navigation,Utility Navigation,No exact match in the catalog.
Samantha P - AbbVie CF Scholarship,Primary Navigation,Main navigation menu for site structure.,M,1,Includes hierarchical menu items and possible submenus.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,primary_navigation,Main Navigation,No exact match in the catalog.
Samantha P - AbbVie CF Scholarship,Hero Section,Highlights the main theme or focus of the page.,M,1,Includes prominent visuals and dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,hero_section,Hero,Matched with the catalog entry for Hero.
Samantha P - AbbVie CF Scholarship,CTA Back Button,Provides a link to navigate back to the previous page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,cta_back_button,Back Navigation,No exact match in the catalog.
Samantha P - AbbVie CF Scholarship,Profile Section,Displays profile image and introductory information.,M,1,Includes structured layout and potentially dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,profile_section,Profile Display,No exact match in the catalog.
Samantha P - AbbVie CF Scholarship,Artwork Section,Showcases artwork or creative submissions.,M,1,Requires specific styling and content representation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,artwork_section,Artwork Showcase,No exact match in the catalog.
Samantha P - AbbVie CF Scholarship,Achievements List,Lists achievements and accolades.,S,1,Static content listing.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,achievements_list,Achievements Display,No exact match in the catalog.
Samantha P - AbbVie CF Scholarship,Footer Section,Contains site-wide footer links and legal information.,M,1,Includes site-wide navigation and legal content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,footer_section,Footer,Matched with the catalog entry for Footer.
Samantha P - AbbVie CF Scholarship,Back to Top Button,Allows quick navigation back to the top of the page.,S,1,Simple button with scroll functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/samantha-p,back_to_top_button,Scroll Navigation,No exact match in the catalog.
Sophia K - AbbVie CF Scholarship,Utility Navigation,Provides quick access to utility links and site-wide navigation.,S,1,Simple navigation without deep interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,global_utility_navigation,Utility strip,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Primary Navigation,Main site navigation with links to key sections and subsections.,M,1,Includes hierarchical menu structure.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,primary_navigation,Main navigation,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Hero Section,Highlights the main theme or focus of the page with a background image and text.,S,1,Basic hero layout with image and text.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,hero_section,Hero,Matched to 'Hero' in catalog.
Sophia K - AbbVie CF Scholarship,Scholar Profile,Displays the profile image and details of the scholar.,S,1,Static profile display without interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,scholar_profile,Profile display,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Scholar Story,Contains the personal story and narrative of the scholar.,S,1,Simple text content display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,scholar_story,Narrative text,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Scholar Artwork,Showcases the artwork or creative submission by the scholar.,M,1,Includes multimedia display functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,scholar_artwork,Creative submission,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Scholar Achievements,Lists the achievements and accolades of the scholar.,S,1,Static list display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,scholar_achievements,Achievements list,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Footer Navigation,Contains links to important site sections and external resources.,S,1,Standard footer navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,footer_navigation,Navigation links,Matched to 'Footer' in catalog.
Sophia K - AbbVie CF Scholarship,Footer Legal Information,Displays legal disclaimers and copyright information.,S,1,Static text display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,footer_legal,Legal text,No exact match in catalog.
Sophia K - AbbVie CF Scholarship,Back to Top Button,Provides a button to quickly navigate back to the top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/sophia-k,back_to_top_button,Utility button,No exact match in catalog.
Mikayla P - AbbVie CF Scholarship,Utility Navigation,Provides quick access to utility links and site navigation.,S,1,Limited functionality focused on navigation links.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,global_utility_navigation,Utility strip,No exact match in the AEM catalog.
Mikayla P - AbbVie CF Scholarship,Main Navigation,Main site navigation for accessing different sections of the website.,M,1,Contains hierarchical structure for navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,primary_navigation,Main navigation,No exact match in the AEM catalog.
Mikayla P - AbbVie CF Scholarship,Hero Section,Highlights the main theme or purpose of the page with a large image and heading.,M,1,Includes large visuals and text elements.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,hero_section,Hero,Mapped to catalog's 'Hero' block.
Mikayla P - AbbVie CF Scholarship,Scholar Profile,Displays the profile information and achievements of the scholar.,M,1,Custom content specific to individual profiles.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,scholar_profile,Profile display,No exact match in the AEM catalog.
Mikayla P - AbbVie CF Scholarship,Back Call-to-Action,Provides a call-to-action button to navigate back to the previous page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,cta_back,Navigation button,No exact match in the AEM catalog.
Mikayla P - AbbVie CF Scholarship,Artwork Section,Showcases the scholar's artwork.,M,1,Visual content display with potential interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,artwork_section,Art showcase,No exact match in the AEM catalog.
Mikayla P - AbbVie CF Scholarship,Footer Links,Contains links to important site information and external resources.,S,1,Static links for footer navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,footer_links,Footer,Mapped to catalog's 'Footer' block.
Mikayla P - AbbVie CF Scholarship,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple scroll-to-top functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/mikayla-p,back_to_top,Scroll button,No exact match in the AEM catalog.
Reagan B - AbbVie CF Scholarship,Utility Strip,Provides quick access links and options.,S,1,Simple navigation links.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,global_utility_strip,Utility navigation,No exact match in catalog.
Reagan B - AbbVie CF Scholarship,Primary Header,Displays branding and main site navigation.,M,1,Includes branding and multi-level navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,primary_header,Main navigation,No exact match in catalog.
Reagan B - AbbVie CF Scholarship,Hero Section,Showcases main content with a large image and text.,M,1,Requires styling and responsive design.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,hero_section,Hero banner,Mapped to 'Hero' block in catalog.
Reagan B - AbbVie CF Scholarship,Main Content,Displays scholar's biography and achievements.,M,1,Contains structured content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,main_content,Content section,No exact match in catalog.
Reagan B - AbbVie CF Scholarship,Back Button,Navigates back to the scholars page.,S,1,Simple CTA functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,cta_back_button,CTA button,No exact match in catalog.
Reagan B - AbbVie CF Scholarship,Achievements Section,Lists scholar's accomplishments.,M,1,Requires structured data display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,scholar_achievements,Achievements list,No exact match in catalog.
Reagan B - AbbVie CF Scholarship,Footer Links,Displays footer navigation and links.,M,1,Includes accessibility and legal links.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,footer_links,Footer navigation,Mapped to 'Footer' block in catalog.
Reagan B - AbbVie CF Scholarship,Back to Top Button,Scrolls user back to top of the page.,S,1,Simple scrolling functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2024/reagan-b,back_to_top,Utility button,No exact match in catalog.
